sector,planned_duration_months,physical_progress,planned_progress,financial_progress,expenditure_ratio,milestones_completed,milestones_total,milestones_overdue
0,30.0,0.0,0,0.16,0.0016040100250626,0,0,0
0,102.0,88.0,0,91.29,1.7093659377694177,0,0,0
0,231.0,100.0,0,42.43,0.0,0,0,0
0,21.0,23.5,0,15.86,0.1465394973070018,0,0,0
0,0.0,0.0,0,0.0,0.0,0,0,0
0,23.0,82.79,0,65.07,0.6507401067364817,0,0,0
0,112.0,50.0,0,49.53,1.3952317880794702,0,0,0
0,24.0,35.0,0,0.0,0.0,0,0,0
0,24.0,62.99,0,73.89,0.6999779567769134,0,0,0
0,9.0,100.0,0,0.0,0.0,0,0,0
0,18.0,100.0,0,70.38,0.7037714007189424,0,0,0
0,76.0,33.55,0,18.2,0.1819765022249256,0,0,0
0,30.0,5.13,0,2.8,0.0150693105027266,0,0,0
0,52.0,83.8,0,72.97,0.7297262727040162,0,0,0
0,24.0,99.8,0,63.8,0.6323724928366762,0,0,0
0,30.0,71.09,0,57.64,0.5763591404590256,0,0,0
0,33.0,100.0,0,0.0,0.0,0,0,0
0,24.0,89.0,0,44.05,0.4399681027898827,0,0,0
0,18.0,46.33,0,17.78,0.1778390246181155,0,0,0
0,39.0,95.9,0,80.94,0.8093834153589005,0,0,0
0,24.0,100.0,0,0.62,0.0062242969878848,0,0,0
0,24.0,26.31,0,19.18,0.2081245957360457,0,0,0
0,24.0,92.4,0,51.18,0.5927820165264618,0,0,0
0,24.0,99.7,0,86.54,0.8752713004890966,0,0,0
0,24.0,93.9,0,68.92,0.6763015829444596,0,0,0
0,50.0,76.22,0,79.64,1.2284302415675203,0,0,0
0,18.0,100.0,0,89.39,0.0,0,0,0
0,24.0,45.85,0,0.0,0.0,0,0,0
0,44.0,100.0,0,0.0,0.0,0,0,0
0,23.0,100.0,0,1.64,0.0164467005076142,0,0,0
0,24.0,34.47,0,13.92,0.139226374203717,0,0,0
0,29.0,50.0,0,26.64,0.2664220736794491,0,0,0
0,0.0,0.0,0,60.0,0.6,0,0,0
0,24.0,82.34,0,87.71,0.8727180232558139,0,0,0
0,27.0,87.0,0,58.12,0.5812159709618875,0,0,0
0,24.0,3.0,0,1.49,0.0149352934276889,0,0,0
0,90.0,64.0,0,57.28,0.5727815198227928,0,0,0
0,18.0,99.64,0,0.0,0.0,0,0,0
0,35.0,15.0,0,67.67,0.6766668670714844,0,0,0
0,86.0,23.28,0,27.98,0.2797682824881374,0,0,0
0,18.0,93.75,0,0.0,0.0,0,0,0
0,36.0,20.54,0,11.52,0.1152498627127951,0,0,0
0,24.0,20.45,0,22.45,0.2245338567222767,0,0,0
0,30.0,0.0,0,0.2,0.0019755708975039,0,0,0
0,58.0,67.0,0,54.92,0.5492436130814136,0,0,0
0,24.0,54.54,0,31.35,0.3134527058510284,0,0,0
0,50.0,90.0,0,91.92,1.025143904199597,0,0,0
0,38.0,70.47,0,56.24,0.5623915026333598,0,0,0
0,59.0,16.5,0,1.19,0.0119475655430711,0,0,0
0,36.0,37.23,0,0.0,0.0,0,0,0
0,24.0,53.7,0,40.27,0.2779946241171256,0,0,0
0,24.0,77.65,0,37.72,0.3738653832076714,0,0,0
0,82.0,9.64,0,16.07,0.1606552494415487,0,0,0
0,106.0,14.61,0,1.07,0.0107253634291266,0,0,0
0,36.0,92.1,0,55.33,0.5533081546356826,0,0,0
0,24.0,62.5,0,65.72,0.6571782178217822,0,0,0
0,24.0,92.52,0,56.32,0.5632103767627868,0,0,0
0,18.0,100.0,0,86.83,0.5916406437665145,0,0,0
0,24.0,53.0,0,45.77,0.457659137577002,0,0,0
0,30.0,90.82,0,57.03,0.8287955567007358,0,0,0
0,42.0,95.35,0,16.69,0.1668769674188792,0,0,0
0,30.0,99.14,0,59.7,0.8435642003135118,0,0,0
0,12.0,40.0,0,15.0,0.1500041877216002,0,0,0
0,66.0,93.18,0,93.97,0.9397308488612836,0,0,0
0,107.0,100.0,0,44.5,0.0468450163675358,0,0,0
0,24.0,62.8,0,22.96,0.2296034352109118,0,0,0
0,36.0,1.63,0,12.41,0.1241176470588235,0,0,0
0,30.0,95.72,0,101.66,0.7212650700553926,0,0,0
0,24.0,97.0,0,74.74,0.7473716855326408,0,0,0
0,24.0,86.2,0,82.54,0.7279177881086372,0,0,0
0,18.0,88.12,0,40.32,0.4031877921144089,0,0,0
0,24.0,76.1,0,61.4,0.9028209548401988,0,0,0
0,27.0,100.0,0,0.0,0.0,0,0,0
0,24.0,2.25,0,8.07,0.0807007486117684,0,0,0
0,28.0,18.75,0,10.0,0.1,0,0,0
0,24.0,97.9,0,87.11,0.8710999054522535,0,0,0
0,42.0,65.4,0,60.06,0.8422789380965319,0,0,0
0,24.0,33.55,0,0.0,0.0,0,0,0
0,95.0,100.0,0,75.6,0.7559663328361389,0,0,0
0,140.0,64.0,0,57.87,0.5787082620658883,0,0,0
0,92.0,18.5,0,13.0,0.1300140890217448,0,0,0
0,24.0,98.12,0,88.12,0.8664504556737269,0,0,0
0,95.0,12.98,0,8.51,0.0851063829787234,0,0,0
0,24.0,27.8,0,25.89,0.5059980534618954,0,0,0
0,24.0,62.79,0,56.89,0.2678603852116709,0,0,0
0,32.0,90.3,0,74.31,0.9871001401898934,0,0,0
0,60.0,22.31,0,19.51,0.1951332856705137,0,0,0
0,18.0,100.0,0,98.71,1.0395332187857962,0,0,0
0,24.0,1.5,0,1.2,0.0120133995610488,0,0,0
0,52.0,32.5,0,41.37,0.4137074401008827,0,0,0
0,23.0,90.39,0,85.36,0.8536259541984733,0,0,0
0,0.0,0.0,0,39.08,0.3907692307692307,0,0,0
0,24.0,85.0,0,43.54,0.4353810610699771,0,0,0
0,161.0,80.0,0,93.03,0.9302914226894584,0,0,0
0,24.0,77.76,0,66.1,0.7002883914167642,0,0,0
0,43.0,0.0,0,10.51,0.1051240715043669,0,0,0
0,24.0,90.06,0,50.76,0.5075524749885568,0,0,0
0,24.0,97.4,0,108.51,1.044322134149365,0,0,0
0,24.0,76.32,0,39.11,0.391136945591836,0,0,0
0,51.0,40.3,0,28.89,0.3941842750215274,0,0,0
0,18.0,23.0,0,9.77,0.097682226095939,0,0,0
0,24.0,85.2,0,62.33,0.623335250652626,0,0,0
0,192.0,86.31,0,65.15,0.6514949383975516,0,0,0
0,36.0,79.13,0,82.54,0.8009201086295651,0,0,0
0,18.0,100.0,0,90.4,0.983927927927928,0,0,0
0,30.0,100.0,0,49.09,0.7222933775333384,0,0,0
0,18.0,100.0,0,74.24,1.0822842941271813,0,0,0
0,16.0,100.0,0,100.0,0.0,0,0,0
0,18.0,48.5,0,1.3,0.0130086832555728,0,0,0
0,12.0,99.0,0,0.0,0.0,0,0,0
0,34.0,100.0,0,100.0,0.0,0,0,0
0,0.0,0.0,0,47.69,0.4769230769230769,0,0,0
0,30.0,64.48,0,50.04,0.5004269112182781,0,0,0
0,18.0,100.0,0,44.54,0.4454430008791638,0,0,0
0,24.0,0.0,0,0.0,0.0,0,0,0
0,23.0,73.96,0,64.1,0.5110929603348817,0,0,0
0,47.0,83.19,0,49.07,0.4906733533117241,0,0,0
0,119.0,86.0,0,72.94,1.8872293265132136,0,0,0
0,24.0,99.46,0,61.72,0.61721131504338,0,0,0
0,68.0,83.46,0,85.86,0.8585939519773614,0,0,0
0,23.0,96.09,0,84.63,0.6803488613552987,0,0,0
0,51.0,81.0,0,67.02,0.6701882995544057,0,0,0
0,24.0,49.31,0,50.0,0.5,0,0,0
0,24.0,98.06,0,93.88,0.938717286307986,0,0,0
0,24.0,100.0,0,95.26,0.8333195525579088,0,0,0
0,24.0,25.18,0,10.76,0.1076183492218691,0,0,0
0,40.0,100.0,0,93.9,0.0,0,0,0
0,72.0,77.0,0,76.53,0.765436013590034,0,0,0
0,24.0,56.11,0,46.61,0.4661216789812922,0,0,0
0,30.0,100.0,0,47.75,0.2436787564766839,0,0,0
0,104.0,25.0,0,11.44,0.1144096170970614,0,0,0
0,30.0,61.1,0,47.91,0.253511212784444,0,0,0
0,18.0,28.12,0,78.19,0.781854569713142,0,0,0
0,24.0,98.02,0,53.39,0.851131897755692,0,0,0
0,44.0,78.0,0,61.14,1.4464,0,0,0
0,18.0,50.25,0,29.92,0.2992188453557915,0,0,0
0,23.0,53.56,0,23.67,0.2366730050488492,0,0,0
0,59.0,3.8,0,0.0,0.0,0,0,0
0,0.0,0.0,0,60.0,0.6,0,0,0
0,61.0,99.0,0,111.51,1.966552641581148,0,0,0
0,42.0,75.33,0,21.28,0.212768502128881,0,0,0
0,20.0,45.62,0,20.65,0.2064943167946179,0,0,0
0,37.0,74.8,0,64.01,0.6401378122308354,0,0,0
0,63.0,17.78,0,5.7,0.0569900347034289,0,0,0
0,66.0,16.06,0,10.65,0.1065153010858835,0,0,0
0,24.0,100.0,0,8.16,0.0816068216641129,0,0,0
0,24.0,81.33,0,70.53,0.5308771083045075,0,0,0
0,36.0,96.86,0,95.56,0.8792745931887674,0,0,0
0,34.0,90.5,0,114.34,3.3232421875,0,0,0
0,18.0,17.05,0,14.03,0.1366557110676169,0,0,0
0,24.0,90.01,0,49.69,0.680156172305199,0,0,0
0,189.0,82.0,0,88.5,0.8850429975429975,0,0,0
0,24.0,99.18,0,63.93,0.7126677671714635,0,0,0
0,24.0,0.0,0,0.0,0.0,0,0,0
0,17.0,98.55,0,30.13,0.3013475195101754,0,0,0
0,36.0,26.58,0,0.0,0.0,0,0,0
0,18.0,100.0,0,0.0,0.0,0,0,0
0,36.0,96.61,0,76.56,0.7655830467103073,0,0,0
0,30.0,49.0,0,41.35,0.4470777645760245,0,0,0
0,104.0,96.15,0,63.2,0.6320050490761496,0,0,0
0,29.0,41.0,0,10.78,0.1077667736897752,0,0,0
0,-11.0,100.0,0,78.54,0.9832557715119992,0,0,0
0,24.0,38.26,0,45.0,0.4499999999999999,0,0,0
0,24.0,100.0,0,100.0,0.0,0,0,0
0,58.0,0.0,0,0.0,0.0,0,0,0
0,18.0,92.47,0,92.0,0.92,0,0,0
0,24.0,14.69,0,5.86,0.058630298362067,0,0,0
0,18.0,100.0,0,100.0,1.0,0,0,0
0,27.0,86.65,0,65.32,0.8306182499630134,0,0,0
0,24.0,63.52,0,50.22,0.5021677849029854,0,0,0
0,24.0,46.8,0,11.3,0.1130155275435043,0,0,0
0,24.0,100.0,0,52.2,0.5219512195121951,0,0,0
0,18.0,92.0,0,21.39,0.2139183440218426,0,0,0
0,109.0,32.99,0,23.01,0.230070418749664,0,0,0
0,24.0,79.39,0,82.0,0.82,0,0,0
0,24.0,94.24,0,52.29,0.5229156528154975,0,0,0
0,41.0,63.0,0,61.7,0.6169777982638088,0,0,0
0,125.0,23.75,0,0.97,0.0096867319018689,0,0,0
0,24.0,77.28,0,57.29,0.6434431455897981,0,0,0
0,23.0,33.85,0,69.9,0.8309425917466119,0,0,0
0,98.0,65.0,0,40.78,0.4077836411609499,0,0,0
0,272.0,99.0,0,101.42,1.2750924494977371,0,0,0
0,309.0,93.0,0,77.55,1.2724894514767933,0,0,0
0,77.0,59.0,0,48.95,0.4894902912621359,0,0,0
0,52.0,72.9,0,69.93,0.8933309902469027,0,0,0
0,18.0,50.33,0,1.93,0.0193239755775162,0,0,0
0,30.0,40.0,0,53.68,1.084,0,0,0
0,24.0,0.0,0,0.0,0.0,0,0,0
0,36.0,98.0,0,50.74,0.7293688939151195,0,0,0
0,67.0,32.21,0,48.7,0.4869922266800401,0,0,0
0,18.0,100.0,0,93.82,0.2181528239202657,0,0,0
0,24.0,70.6,0,40.97,0.4392173155095025,0,0,0
0,30.0,3.89,0,1.5,0.0149966567962556,0,0,0
0,24.0,100.0,0,98.39,0.4670400478840034,0,0,0
0,28.0,5.0,0,1.79,0.0178947368421052,0,0,0
0,27.0,86.5,0,56.37,0.6818023746832927,0,0,0
0,48.0,87.0,0,80.64,1.6505895196506548,0,0,0
0,30.0,3.0,0,7.0,0.0699981634527089,0,0,0
0,203.0,64.0,0,148.02,1.4802290076335878,0,0,0
0,33.0,99.2,0,83.25,1.0912521789827696,0,0,0
0,24.0,12.0,0,0.11,0.0011484742581226,0,0,0
0,99.0,94.8,0,135.29,1.6010905587668594,0,0,0
0,49.0,31.53,0,31.15,0.3114594258927591,0,0,0
0,30.0,59.78,0,50.53,0.5053335599388166,0,0,0
0,24.0,73.45,0,83.5,0.8350015285845307,0,0,0
0,15.0,70.14,0,42.32,0.4231837951030928,0,0,0
0,0.0,0.0,0,19.27,0.1927235122684967,0,0,0
0,30.0,42.91,0,60.1,0.6009992611097429,0,0,0
0,58.0,0.3,0,4.69,0.0469124877702235,0,0,0
0,24.0,33.3,0,33.0,0.33,0,0,0
0,18.0,0.0,0,39.67,0.3967459193870752,0,0,0
0,23.0,94.5,0,0.0,0.0,0,0,0
0,53.0,56.8,0,25.38,0.5523718560967844,0,0,0
0,99.0,100.0,0,126.11,0.0,0,0,0
0,36.0,0.0,0,0.16,0.0015770688653404,0,0,0
0,218.0,57.0,0,48.92,9.887298002499616,0,0,0
0,41.0,11.87,0,18.72,0.1872018796620005,0,0,0
0,41.0,27.66,0,18.76,0.1875841311313974,0,0,0
0,30.0,100.0,0,63.45,0.8587934802909538,0,0,0
0,71.0,16.79,0,20.01,0.2001447327612943,0,0,0
0,35.0,5.65,0,2.21,0.0220542642433443,0,0,0
0,24.0,95.23,0,103.14,1.0703380588876772,0,0,0
0,36.0,0.0,0,0.0,9.532676426008951e-06,0,0,0
0,24.0,99.5,0,96.27,0.7300258819557757,0,0,0
0,36.0,51.37,0,34.63,0.3462646282756259,0,0,0
0,36.0,96.0,0,84.3,0.8430025773195875,0,0,0
0,24.0,77.21,0,39.55,0.3537380024372804,0,0,0
0,24.0,90.36,0,56.9,0.5689638884296544,0,0,0
0,24.0,66.74,0,35.13,0.3513130712948313,0,0,0
0,30.0,3.23,0,0.0,0.0,0,0,0
0,48.0,14.0,0,23.29,0.0730261348005502,0,0,0
0,24.0,44.46,0,0.0,0.0,0,0,0
0,24.0,90.0,0,10.99,0.1099396454168238,0,0,0
0,24.0,100.0,0,72.25,1.433087762380869,0,0,0
0,30.0,20.4,0,4.9,0.0497425211811898,0,0,0
0,48.0,5.36,0,12.85,0.1284675468906225,0,0,0
0,6.0,96.79,0,0.0,0.0,0,0,0
0,18.0,97.6,0,94.43,0.9442754245000908,0,0,0
0,18.0,87.03,0,33.43,0.4808186074611086,0,0,0
0,24.0,98.32,0,45.28,0.3875477615566402,0,0,0
0,23.0,58.7,0,45.95,0.4163865310810432,0,0,0
0,36.0,100.0,0,77.5,0.774966743553131,0,0,0
0,44.0,100.0,0,130.13,0.0,0,0,0
0,18.0,22.79,0,33.0,0.2760121457489878,0,0,0
0,24.0,55.53,0,42.51,0.4153783846331867,0,0,0
0,36.0,0.0,0,0.02,0.0001922060448801,0,0,0
0,33.0,0.0,0,0.02,0.0002388434946574,0,0,0
0,24.0,42.0,0,0.0,0.0,0,0,0
0,24.0,36.5,0,50.32,0.4756721682068886,0,0,0
0,30.0,99.95,0,94.75,0.9475416570116492,0,0,0
0,21.0,12.98,0,30.16,0.4264907210222087,0,0,0
0,64.0,15.0,0,11.43,0.1142730733271003,0,0,0
0,23.0,95.5,0,22.08,0.2351275976109383,0,0,0
0,18.0,17.0,0,0.0,0.0,0,0,0
0,167.0,92.0,0,75.61,3.373454518140164,0,0,0
0,24.0,70.01,0,35.35,0.1725400234283483,0,0,0
0,24.0,100.0,0,0.0,0.0,0,0,0
0,24.0,96.98,0,88.57,0.873010112008388,0,0,0
0,56.0,95.15,0,73.46,0.9133191489361704,0,0,0
0,74.0,20.02,0,20.79,0.2079019471047123,0,0,0
0,30.0,9.95,0,8.47,0.0524836700592435,0,0,0
0,30.0,39.5,0,16.06,0.125349745979151,0,0,0
0,254.0,49.0,0,42.98,0.9257,0,0,0
0,24.0,2.0,0,0.0,0.0,0,0,0
0,18.0,1.5,0,1.5,0.014989974079327,0,0,0
0,35.0,80.5,0,83.89,0.8388648648648649,0,0,0
0,18.0,86.87,0,74.26,0.742592711613857,0,0,0
0,23.0,91.3,0,69.96,0.737319902645277,0,0,0
0,30.0,95.98,0,97.96,0.8623239663044178,0,0,0
0,24.0,36.67,0,0.01,6.147253056062948e-05,0,0,0
0,17.0,88.3,0,24.08,0.2069883663771915,0,0,0
0,24.0,65.92,0,38.58,0.3190688873732151,0,0,0
0,43.0,100.0,0,0.0,0.0,0,0,0
0,84.0,95.0,0,60.41,0.3980573046322058,0,0,0
0,18.0,98.2,0,54.04,0.6672085793331622,0,0,0
0,18.0,99.02,0,89.62,0.9973052099274736,0,0,0
0,18.0,60.14,0,0.0,0.0,0,0,0
0,97.0,43.69,0,36.9,0.3689764566365076,0,0,0
0,61.0,0.4,0,0.1,0.0009676856449386,0,0,0
0,24.0,100.0,0,71.0,0.7563737772681587,0,0,0
0,30.0,18.13,0,15.49,0.1548575421931143,0,0,0
0,18.0,81.18,0,22.31,0.2231034777895067,0,0,0
0,0.0,0.0,0,0.0,0.0,0,0,0
0,109.0,0.0,0,0.0,0.0,0,0,0
0,50.0,21.29,0,36.3,0.3629544444734847,0,0,0
0,24.0,90.5,0,87.34,0.6800062898026573,0,0,0
0,24.0,24.2,0,35.41,0.4499614125106898,0,0,0
0,24.0,63.79,0,42.47,0.3827248134149382,0,0,0
0,0.0,177.0,0,0.0,0.0,0,0,0
0,208.0,58.0,0,93.05,1.0340078037904126,0,0,0
0,54.0,10.0,0,2.94,0.0294019999999999,0,0,0
0,55.0,66.0,0,63.63,0.6363074068346992,0,0,0
0,30.0,87.0,0,35.87,0.3925709542508699,0,0,0
0,31.0,100.0,0,75.22,1.191310398710843,0,0,0
0,19.0,10.0,0,14.07,0.3082824814997016,0,0,0
0,24.0,100.0,0,95.58,0.9636383266470434,0,0,0
0,159.0,0.05,0,0.0,0.0,0,0,0
0,60.0,98.0,0,94.69,1.2570858882552207,0,0,0
0,24.0,100.0,0,90.41,0.4789406385616863,0,0,0
0,30.0,81.35,0,52.62,0.429664283652295,0,0,0
0,42.0,100.0,0,17.64,0.218452852614897,0,0,0
0,24.0,15.58,0,19.82,0.1799288564724169,0,0,0
0,23.0,88.0,0,67.3,0.673015873015873,0,0,0
0,48.0,1.0,0,3.52,0.0352320230970497,0,0,0
0,24.0,72.0,0,0.0,0.0,0,0,0
0,17.0,43.46,0,0.0,0.0,0,0,0
0,51.0,83.42,0,57.3,0.6453855320651454,0,0,0
0,24.0,82.75,0,68.27,0.5455504725873594,0,0,0
0,62.0,2.7,0,5.09,0.0508669481627886,0,0,0
0,37.0,100.0,0,225.85,0.0,0,0,0
0,24.0,98.7,0,66.12,0.8658560389468729,0,0,0
0,30.0,62.15,0,36.56,0.2734483250178189,0,0,0
0,24.0,15.06,0,11.04,0.1104410696808006,0,0,0
0,48.0,73.78,0,79.55,0.7955198641623928,0,0,0
0,24.0,29.01,0,31.5,0.326209864879051,0,0,0
0,155.0,90.2,0,86.05,0.8605059523809523,0,0,0
0,30.0,86.19,0,101.96,1.0835756129312215,0,0,0
0,48.0,100.0,0,125.85,0.0,0,0,0
0,17.0,38.56,0,26.63,0.2662647575985933,0,0,0
0,23.0,96.19,0,0.0,0.0,0,0,0
0,23.0,100.0,0,96.71,0.967144840351689,0,0,0
0,24.0,93.04,0,53.59,0.5358514435458365,0,0,0
0,21.0,85.0,0,80.63,0.9430758113257128,0,0,0
0,18.0,48.01,0,33.19,0.3319286197388273,0,0,0
0,18.0,100.0,0,41.9,0.4190241022062376,0,0,0
0,51.0,34.0,0,14.38,0.1437685525674538,0,0,0
0,24.0,54.56,0,25.32,0.2216942262264461,0,0,0
0,18.0,100.0,0,0.0,0.0,0,0,0
0,71.0,68.8,0,52.5,0.5249908572721038,0,0,0
0,29.0,96.0,0,49.66,0.610206400302973,0,0,0
0,24.0,80.9,0,80.6,0.7981622117243716,0,0,0
0,30.0,100.0,0,99.24,1.535670958400188,0,0,0
0,24.0,39.1,0,28.95,0.2164121249709279,0,0,0
0,39.0,96.0,0,24.7,0.2470252870618003,0,0,0
0,93.0,90.0,0,93.26,1.395467404674047,0,0,0
0,24.0,31.46,0,18.52,0.1170977877421791,0,0,0
0,30.0,6.32,0,0.0,0.0,0,0,0
0,18.0,56.0,0,24.93,0.2492776668153347,0,0,0
0,30.0,81.5,0,39.17,0.4954893203024808,0,0,0
0,24.0,71.1,0,46.75,0.4675207862580348,0,0,0
0,24.0,24.55,0,14.03,0.0902389360002061,0,0,0
0,7.0,87.0,0,88.84,0.9752648280725422,0,0,0
0,24.0,95.62,0,56.13,0.6283962423356021,0,0,0
0,23.0,95.0,0,0.0,0.0,0,0,0
0,24.0,80.06,0,0.01,0.0001688199485595,0,0,0
0,30.0,35.0,0,0.0,0.0,0,0,0
0,24.0,100.0,0,73.43,0.793195630834778,0,0,0
0,24.0,72.39,0,60.0,0.6,0,0,0
0,29.0,90.0,0,89.32,0.8934518422753718,0,0,0
0,24.0,83.06,0,61.42,0.6147118224461431,0,0,0
0,41.0,0.0,0,36.97,0.3697115384615385,0,0,0
0,30.0,99.51,0,57.65,0.5603075220206304,0,0,0
0,58.0,79.87,0,53.02,1.1455148342059336,0,0,0
0,18.0,21.75,0,9.11,0.0907997548348797,0,0,0
0,176.0,98.3,0,89.59,1.5721295387634937,0,0,0
