project_id,snapshot_id,project_name,sector,ministry,implementing_agency,state,contract_type,terrain_type,original_cost_cr,revised_cost_cr,expenditure_cr,physical_progress_pct,financial_progress_pct,original_start_date,original_completion_date,revised_completion_date,as_of_date,actual_completion_date,final_cost_cr,target_delay_months,target_is_delayed,target_cost_overrun_pct,target_is_cost_overrun
PRJ-SYN-0005,SNAP-PRJ-SYN-0005-Q4,Liquid Cargo Jetty & Breakwater Expansion,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",V.O. Chidambaranar Port,Gujarat,EPC,Urban Dense,519.68,519.68,446.72,88.9,85.96,2022-05-27,2024-04-26,2024-04-26,2024-02-16,2024-05-08,557.56,0.4,0,7.29,0
PRJ-SYN-0006,SNAP-PRJ-SYN-0006-Q1,Uttar Pradesh Express Highway Corridor Phase II,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Uttar Pradesh,EPC,Coastal,1089.47,1089.47,377.5,34.94,34.65,2019-02-13,2021-04-14,2021-06-29,2019-11-16,2021-04-14,1099.28,0.0,0,0.9,0
PRJ-SYN-0006,SNAP-PRJ-SYN-0006-Q2,Uttar Pradesh Express Highway Corridor Phase II,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Uttar Pradesh,EPC,Coastal,1089.47,1112.51,517.32,44.98,46.5,2019-02-13,2021-04-14,2021-04-14,2020-03-14,2021-04-14,1099.28,0.0,0,0.9,0
PRJ-SYN-0006,SNAP-PRJ-SYN-0006-Q3,Uttar Pradesh Express Highway Corridor Phase II,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Uttar Pradesh,EPC,Coastal,1089.47,1089.47,704.78,63.28,64.69,2019-02-13,2021-04-14,2021-04-14,2020-07-11,2021-04-14,1099.28,0.0,0,0.9,0
PRJ-SYN-0007,SNAP-PRJ-SYN-0007-Q1,Odisha Metro Corridor Elevated Extension Phase II,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Mumbai Metropolitan Region Development Authority (MMRDA),Odisha,EPC,Urban Dense,2388.69,2388.69,996.08,37.18,41.7,2023-11-21,2029-05-21,2029-06-09,2025-10-24,2029-08-29,2602.0,3.3,1,8.93,0
PRJ-SYN-0007,SNAP-PRJ-SYN-0007-Q2,Odisha Metro Corridor Elevated Extension Phase II,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Mumbai Metropolitan Region Development Authority (MMRDA),Odisha,EPC,Urban Dense,2388.69,2388.69,1917.4,83.12,80.27,2023-11-21,2029-05-21,2029-08-03,2028-04-15,2029-08-29,2602.0,3.3,1,8.93,0
PRJ-SYN-0008,SNAP-PRJ-SYN-0008-Q1,NH-69 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Bihar,EPC,Coastal,1970.87,1970.87,236.9,7.44,12.02,2020-11-23,2024-02-23,2024-02-23,2021-07-18,2025-01-31,2303.36,11.3,1,16.87,1
PRJ-SYN-0008,SNAP-PRJ-SYN-0008-Q2,NH-69 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Bihar,EPC,Coastal,1970.87,2051.84,654.95,27.5,31.92,2020-11-23,2024-02-23,2024-02-23,2022-01-12,2025-01-31,2303.36,11.3,1,16.87,1
PRJ-SYN-0008,SNAP-PRJ-SYN-0008-Q3,NH-69 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Bihar,EPC,Coastal,1970.87,2076.66,1128.87,46.03,54.36,2020-11-23,2024-02-23,2024-02-23,2022-07-09,2025-01-31,2303.36,11.3,1,16.87,1
PRJ-SYN-0008,SNAP-PRJ-SYN-0008-Q4,NH-69 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Bihar,EPC,Coastal,1970.87,2163.59,1257.05,55.26,58.1,2020-11-23,2024-02-23,2024-07-06,2023-01-03,2025-01-31,2303.36,11.3,1,16.87,1
PRJ-SYN-0009,SNAP-PRJ-SYN-0009-Q1,Madhya Pradesh Economic Corridor Pkg 44,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Madhya Pradesh,EPC,Plains,2684.81,2684.81,1138.09,38.98,42.39,2019-10-23,2022-03-23,2022-03-23,2020-08-26,2022-06-16,2698.5,2.8,0,0.51,0
PRJ-SYN-0009,SNAP-PRJ-SYN-0009-Q2,Madhya Pradesh Economic Corridor Pkg 44,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Madhya Pradesh,EPC,Plains,2684.81,2684.81,1931.72,67.31,71.95,2019-10-23,2022-03-23,2022-03-23,2021-05-18,2022-06-16,2698.5,2.8,0,0.51,0
PRJ-SYN-0009,SNAP-PRJ-SYN-0009-Q3,Madhya Pradesh Economic Corridor Pkg 44,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Madhya Pradesh,EPC,Plains,2684.81,2684.81,2192.15,83.81,81.65,2019-10-23,2022-03-23,2022-03-23,2021-09-28,2022-06-16,2698.5,2.8,0,0.51,0
PRJ-SYN-0010,SNAP-PRJ-SYN-0010-Q1,Border Road Strategic Connectivity Link 43,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Telangana,EPC,Urban Dense,2666.29,2761.79,1419.84,51.88,51.41,2019-12-18,2022-07-18,2022-10-28,2021-04-02,2022-09-16,2802.0,2.0,0,5.09,0
PRJ-SYN-0010,SNAP-PRJ-SYN-0010-Q2,Border Road Strategic Connectivity Link 43,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Telangana,EPC,Urban Dense,2666.29,2666.29,1813.61,62.43,68.02,2019-12-18,2022-07-18,2022-07-18,2021-08-22,2022-09-16,2802.0,2.0,0,5.09,0
PRJ-SYN-0010,SNAP-PRJ-SYN-0010-Q3,Border Road Strategic Connectivity Link 43,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Telangana,EPC,Urban Dense,2666.29,2666.29,2322.07,81.42,87.09,2019-12-18,2022-07-18,2022-07-18,2022-01-10,2022-09-16,2802.0,2.0,0,5.09,0
PRJ-SYN-0010,SNAP-PRJ-SYN-0010-Q4,Border Road Strategic Connectivity Link 43,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Telangana,EPC,Urban Dense,2666.29,2666.29,2406.33,89.78,90.25,2019-12-18,2022-07-18,2022-07-18,2022-04-15,2022-09-16,2802.0,2.0,0,5.09,0
PRJ-SYN-0011,SNAP-PRJ-SYN-0011-Q1,West Bengal Economic Corridor Pkg 27,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,West Bengal,BOT,Hilly/Mountainous,405.26,405.26,121.74,21.07,30.04,2021-02-25,2023-12-26,2023-12-26,2021-09-19,2024-02-06,459.97,1.4,0,13.5,1
PRJ-SYN-0011,SNAP-PRJ-SYN-0011-Q2,West Bengal Economic Corridor Pkg 27,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,West Bengal,BOT,Hilly/Mountainous,405.26,405.26,168.67,36.68,41.62,2021-02-25,2023-12-26,2023-12-26,2022-02-22,2024-02-06,459.97,1.4,0,13.5,1
PRJ-SYN-0012,SNAP-PRJ-SYN-0012-Q1,Kerala Pumped Storage Hydro Project Phase IV,Power & Renewable Energy,Ministry of Power / MNRE,Power Grid Corporation (PGCIL),Kerala,HAM,Plains,2176.03,2248.12,436.81,19.05,19.43,2021-07-20,2024-02-18,2024-04-23,2022-01-24,2024-05-16,2245.23,2.9,0,3.18,0
PRJ-SYN-0012,SNAP-PRJ-SYN-0012-Q2,Kerala Pumped Storage Hydro Project Phase IV,Power & Renewable Energy,Ministry of Power / MNRE,Power Grid Corporation (PGCIL),Kerala,HAM,Plains,2176.03,2176.03,1178.54,52.28,54.16,2021-07-20,2024-02-18,2024-02-18,2022-11-03,2024-05-16,2245.23,2.9,0,3.18,0
PRJ-SYN-0012,SNAP-PRJ-SYN-0012-Q3,Kerala Pumped Storage Hydro Project Phase IV,Power & Renewable Energy,Ministry of Power / MNRE,Power Grid Corporation (PGCIL),Kerala,HAM,Plains,2176.03,2176.03,1669.45,78.58,76.72,2021-07-20,2024-02-18,2024-02-18,2023-08-13,2024-05-16,2245.23,2.9,0,3.18,0
PRJ-SYN-0013,SNAP-PRJ-SYN-0013-Q1,Rajasthan Express Highway Corridor Phase III,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Rajasthan,EPC,Plains,2392.41,2392.41,551.45,17.27,23.05,2018-05-14,2021-07-13,2021-08-02,2018-12-31,2021-11-23,2608.21,4.4,1,9.02,0
PRJ-SYN-0013,SNAP-PRJ-SYN-0013-Q2,Rajasthan Express Highway Corridor Phase III,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Rajasthan,EPC,Plains,2392.41,2508.46,1423.3,59.03,56.74,2018-05-14,2021-07-13,2021-07-13,2020-06-03,2021-11-23,2608.21,4.4,1,9.02,0
PRJ-SYN-0014,SNAP-PRJ-SYN-0014-Q1,Tamil Nadu Ring Metro Transit System Pkg 74,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Mumbai Metropolitan Region Development Authority (MMRDA),Tamil Nadu,EPC,Plains,685.99,685.99,119.09,17.84,17.36,2023-05-27,2027-02-24,2027-02-24,2024-02-24,2027-06-19,735.72,3.8,1,7.25,0
PRJ-SYN-0014,SNAP-PRJ-SYN-0014-Q2,Tamil Nadu Ring Metro Transit System Pkg 74,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Mumbai Metropolitan Region Development Authority (MMRDA),Tamil Nadu,EPC,Plains,685.99,685.99,265.96,37.99,38.77,2023-05-27,2027-02-24,2027-03-29,2024-09-17,2027-06-19,735.72,3.8,1,7.25,0
PRJ-SYN-0014,SNAP-PRJ-SYN-0014-Q3,Tamil Nadu Ring Metro Transit System Pkg 74,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Mumbai Metropolitan Region Development Authority (MMRDA),Tamil Nadu,EPC,Plains,685.99,694.11,533.42,79.72,76.85,2023-05-27,2027-02-24,2027-05-30,2026-05-26,2027-06-19,735.72,3.8,1,7.25,0
PRJ-SYN-0014,SNAP-PRJ-SYN-0014-Q4,Tamil Nadu Ring Metro Transit System Pkg 74,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Mumbai Metropolitan Region Development Authority (MMRDA),Tamil Nadu,EPC,Plains,685.99,685.99,574.79,85.91,83.79,2023-05-27,2027-02-24,2027-05-10,2026-10-10,2027-06-19,735.72,3.8,1,7.25,0
PRJ-SYN-0015,SNAP-PRJ-SYN-0015-Q1,High-Speed Rail Corridor Link 86,Railways,Ministry of Railways (MoR),IRCON International,Tamil Nadu,HAM,Hilly/Mountainous,14174.59,14675.09,1266.46,5.0,8.63,2021-01-04,2027-06-05,2028-01-11,2022-04-17,2031-11-07,19152.71,53.1,1,35.12,1
PRJ-SYN-0015,SNAP-PRJ-SYN-0015-Q2,High-Speed Rail Corridor Link 86,Railways,Ministry of Railways (MoR),IRCON International,Tamil Nadu,HAM,Hilly/Mountainous,14174.59,14174.59,1933.41,7.76,13.64,2021-01-04,2027-06-05,2028-08-01,2023-04-04,2031-11-07,19152.71,53.1,1,35.12,1
PRJ-SYN-0015,SNAP-PRJ-SYN-0015-Q3,High-Speed Rail Corridor Link 86,Railways,Ministry of Railways (MoR),IRCON International,Tamil Nadu,HAM,Hilly/Mountainous,14174.59,16220.3,5808.49,24.4,35.81,2021-01-04,2027-06-05,2027-06-05,2024-03-20,2031-11-07,19152.71,53.1,1,35.12,1
PRJ-SYN-0016,SNAP-PRJ-SYN-0016-Q1,Maharashtra Express Highway Corridor Phase I,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Maharashtra,EPC,Plains,1156.2,1156.2,287.55,15.9,24.87,2022-03-05,2024-05-04,2024-05-04,2022-12-06,2025-04-09,1373.45,11.2,1,18.79,1
PRJ-SYN-0016,SNAP-PRJ-SYN-0016-Q2,Maharashtra Express Highway Corridor Phase I,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Maharashtra,EPC,Plains,1156.2,1156.2,648.05,46.7,56.05,2022-03-05,2024-05-04,2024-10-01,2023-08-01,2025-04-09,1373.45,11.2,1,18.79,1
PRJ-SYN-0016,SNAP-PRJ-SYN-0016-Q3,Maharashtra Express Highway Corridor Phase I,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Maharashtra,EPC,Plains,1156.2,1291.13,993.14,65.01,76.92,2022-03-05,2024-05-04,2024-12-03,2023-11-28,2025-04-09,1373.45,11.2,1,18.79,1
PRJ-SYN-0016,SNAP-PRJ-SYN-0016-Q4,Maharashtra Express Highway Corridor Phase I,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Maharashtra,EPC,Plains,1156.2,1156.2,993.29,74.6,85.91,2022-03-05,2024-05-04,2025-03-08,2024-02-15,2025-04-09,1373.45,11.2,1,18.79,1
PRJ-SYN-0017,SNAP-PRJ-SYN-0017-Q1,Maharashtra Ring Metro Transit System Pkg 37,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),UP Metro Rail Corp (UPMRC),Maharashtra,BOT,Plains,2157.73,2157.73,896.11,35.97,41.53,2023-12-07,2030-12-06,2030-12-06,2026-05-19,2031-02-23,2197.0,2.6,0,1.82,0
PRJ-SYN-0017,SNAP-PRJ-SYN-0017-Q2,Maharashtra Ring Metro Transit System Pkg 37,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),UP Metro Rail Corp (UPMRC),Maharashtra,BOT,Plains,2157.73,2157.73,1092.89,49.61,50.65,2023-12-07,2030-12-06,2030-12-06,2027-06-07,2031-02-23,2197.0,2.6,0,1.82,0
PRJ-SYN-0017,SNAP-PRJ-SYN-0017-Q3,Maharashtra Ring Metro Transit System Pkg 37,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),UP Metro Rail Corp (UPMRC),Maharashtra,BOT,Plains,2157.73,2157.73,1566.3,68.47,72.59,2023-12-07,2030-12-06,2031-02-12,2028-06-24,2031-02-23,2197.0,2.6,0,1.82,0
PRJ-SYN-0017,SNAP-PRJ-SYN-0017-Q4,Maharashtra Ring Metro Transit System Pkg 37,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),UP Metro Rail Corp (UPMRC),Maharashtra,BOT,Plains,2157.73,2157.73,1939.58,92.37,89.89,2023-12-07,2030-12-06,2030-12-06,2030-03-26,2031-02-23,2197.0,2.6,0,1.82,0
PRJ-SYN-0018,SNAP-PRJ-SYN-0018-Q1,Deep Draft Container Terminal Berth 38,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",V.O. Chidambaranar Port,Karnataka,EPC,Plains,1621.45,1621.45,127.28,5.0,7.85,2020-01-19,2022-04-19,2022-08-15,2020-07-01,2024-12-21,2143.39,32.1,1,32.19,1
PRJ-SYN-0018,SNAP-PRJ-SYN-0018-Q2,Deep Draft Container Terminal Berth 38,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",V.O. Chidambaranar Port,Karnataka,EPC,Plains,1621.45,1621.45,245.33,5.0,15.13,2020-01-19,2022-04-19,2022-04-19,2020-11-01,2024-12-21,2143.39,32.1,1,32.19,1
PRJ-SYN-0018,SNAP-PRJ-SYN-0018-Q3,Deep Draft Container Terminal Berth 38,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",V.O. Chidambaranar Port,Karnataka,EPC,Plains,1621.45,1974.08,657.17,30.45,33.29,2020-01-19,2022-04-19,2024-07-21,2021-11-06,2024-12-21,2143.39,32.1,1,32.19,1
PRJ-SYN-0018,SNAP-PRJ-SYN-0018-Q4,Deep Draft Container Terminal Berth 38,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",V.O. Chidambaranar Port,Karnataka,EPC,Plains,1621.45,1938.75,962.2,46.52,49.63,2020-01-19,2022-04-19,2023-11-23,2022-01-27,2024-12-21,2143.39,32.1,1,32.19,1
PRJ-SYN-0019,SNAP-PRJ-SYN-0019-Q1,Uttar Pradesh Express Highway Corridor Phase II,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Uttar Pradesh,HAM,Urban Dense,1398.87,1398.87,676.07,50.67,48.33,2020-02-17,2022-04-18,2022-04-18,2021-03-18,2022-05-27,1478.47,1.3,0,5.69,0
PRJ-SYN-0019,SNAP-PRJ-SYN-0019-Q2,Uttar Pradesh Express Highway Corridor Phase II,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Uttar Pradesh,HAM,Urban Dense,1398.87,1398.87,933.75,65.04,66.75,2020-02-17,2022-04-18,2022-04-18,2021-07-15,2022-05-27,1478.47,1.3,0,5.69,0
PRJ-SYN-0020,SNAP-PRJ-SYN-0020-Q1,High-Speed Rail Corridor Link 41,Railways,Ministry of Railways (MoR),Rail Vikas Nigam Ltd (RVNL),Rajasthan,HAM,Coastal,20106.19,20106.19,12270.81,63.33,61.03,2021-04-04,2029-02-02,2029-02-02,2026-05-07,2030-01-08,21260.29,11.2,1,5.74,0
PRJ-SYN-0020,SNAP-PRJ-SYN-0020-Q2,High-Speed Rail Corridor Link 41,Railways,Ministry of Railways (MoR),Rail Vikas Nigam Ltd (RVNL),Rajasthan,HAM,Coastal,20106.19,20106.19,16704.22,79.8,83.08,2021-04-04,2029-02-02,2029-12-16,2028-04-22,2030-01-08,21260.29,11.2,1,5.74,0
PRJ-SYN-0021,SNAP-PRJ-SYN-0021-Q1,Uttar Pradesh Metro Corridor Elevated Extension Phase IV,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Mumbai Metropolitan Region Development Authority (MMRDA),Uttar Pradesh,BOT,Urban Dense,972.4,989.36,315.21,19.99,31.86,2023-11-21,2027-07-22,2027-08-10,2024-08-14,2027-11-17,1144.61,3.9,1,17.71,1
PRJ-SYN-0021,SNAP-PRJ-SYN-0021-Q2,Uttar Pradesh Metro Corridor Elevated Extension Phase IV,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Mumbai Metropolitan Region Development Authority (MMRDA),Uttar Pradesh,BOT,Urban Dense,972.4,972.4,685.25,60.05,70.47,2023-11-21,2027-07-22,2027-09-20,2026-04-09,2027-11-17,1144.61,3.9,1,17.71,1
PRJ-SYN-0022,SNAP-PRJ-SYN-0022-Q1,Maharashtra Economic Corridor Pkg 41,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Maharashtra,Item Rate,Urban Dense,3514.35,3514.35,1192.77,30.89,33.94,2019-09-15,2022-08-15,2022-08-15,2020-09-21,2022-10-05,3806.74,1.7,0,8.32,0
PRJ-SYN-0022,SNAP-PRJ-SYN-0022-Q2,Maharashtra Economic Corridor Pkg 41,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Maharashtra,Item Rate,Urban Dense,3514.35,3514.35,2271.32,66.61,64.63,2019-09-15,2022-08-15,2022-08-15,2021-08-07,2022-10-05,3806.74,1.7,0,8.32,0
PRJ-SYN-0023,SNAP-PRJ-SYN-0023-Q1,765kV High Voltage Transmission Substation,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Andhra Pradesh,Item Rate,Hilly/Mountainous,3205.4,3285.53,274.67,5.0,8.36,2022-02-02,2027-02-02,2027-02-02,2023-02-02,2029-05-03,4113.17,27.0,1,28.32,1
PRJ-SYN-0023,SNAP-PRJ-SYN-0023-Q2,765kV High Voltage Transmission Substation,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Andhra Pradesh,Item Rate,Hilly/Mountainous,3205.4,3732.68,2052.23,49.06,54.98,2022-02-02,2027-02-02,2028-04-21,2025-05-04,2029-05-03,4113.17,27.0,1,28.32,1
PRJ-SYN-0023,SNAP-PRJ-SYN-0023-Q3,765kV High Voltage Transmission Substation,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Andhra Pradesh,Item Rate,Hilly/Mountainous,3205.4,3205.4,2204.03,60.54,68.76,2022-02-02,2027-02-02,2027-02-02,2026-02-02,2029-05-03,4113.17,27.0,1,28.32,1
PRJ-SYN-0023,SNAP-PRJ-SYN-0023-Q4,765kV High Voltage Transmission Substation,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Andhra Pradesh,Item Rate,Hilly/Mountainous,3205.4,3205.4,2547.33,76.0,79.47,2022-02-02,2027-02-02,2028-08-19,2026-08-03,2029-05-03,4113.17,27.0,1,28.32,1
PRJ-SYN-0024,SNAP-PRJ-SYN-0024-Q1,Telangana Station Redevelopment & Quadrupling,Railways,Ministry of Railways (MoR),Rail Vikas Nigam Ltd (RVNL),Telangana,EPC,Plains,430.56,430.56,45.04,5.0,10.46,2021-01-06,2024-08-06,2024-08-06,2021-09-24,2026-07-04,483.95,22.9,1,12.4,1
PRJ-SYN-0024,SNAP-PRJ-SYN-0024-Q2,Telangana Station Redevelopment & Quadrupling,Railways,Ministry of Railways (MoR),Rail Vikas Nigam Ltd (RVNL),Telangana,EPC,Plains,430.56,446.28,173.34,30.16,38.84,2021-01-06,2024-08-06,2025-03-16,2022-10-22,2026-07-04,483.95,22.9,1,12.4,1
PRJ-SYN-0024,SNAP-PRJ-SYN-0024-Q3,Telangana Station Redevelopment & Quadrupling,Railways,Ministry of Railways (MoR),Rail Vikas Nigam Ltd (RVNL),Telangana,EPC,Plains,430.56,456.39,201.45,41.25,44.14,2021-01-06,2024-08-06,2025-07-17,2023-05-06,2026-07-04,483.95,22.9,1,12.4,1
